id,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
1008,-2,1,-5,-1,0,-2,-1,-2,-7,1015,1026,1032,96,92,81,89,72,63,1,1,-1,-3,-1,-4,1,-1,-5,-6,-4,-8,1022,1031,1035,1010,1022,1030,7.87,0.76,0
1009,0,6,-6,-2,-1,0,-4,-1,-2,1010,1015,1026,88,96,92,69,89,72,1,1,1,-5,-3,-1,-3,1,-1,-7,-6,-4,1013,1022,1031,1008,1010,1022,0,7.87,0.76
1010,2,10,-7,0,-2,-1,-3,-4,-1,1018,1010,1015,88,88,96,54,69,89,6,1,1,-6,-5,-3,-1,-3,1,-8,-7,-6,1025,1013,1022,1012,1008,1010,0,0,7.87
1011,4,13,-4,2,0,-2,-4,-3,-4,1028,1018,1010,91,88,88,42,54,69,10,6,1,-7,-6,-5,-1,-1,-3,-9,-8,-7,1029,1025,1013,1025,1012,1008,0,0,0
1012,8,12,4,4,2,0,0,-4,-3,1028,1028,1018,92,91,88,50,42,54,13,10,6,-4,-7,-6,3,-1,-1,-5,-9,-8,1030,1029,1025,1026,1025,1012,0,0,0
1013,5,12,-3,8,4,2,3,0,-4,1025,1028,1028,85,92,91,59,50,42,12,13,10,4,-4,-7,4,3,-1,2,-5,-9,1027,1030,1029,1022,1026,1025,0,0,0
1014,6,13,-3,5,8,4,-1,3,0,1027,1025,1028,92,85,92,41,59,50,12,12,13,-3,4,-4,2,4,3,-3,2,-5,1029,1027,1030,1025,1022,1026,0,0,0
1015,8,16,0,6,5,8,-1,-1,3,1018,1027,1025,92,92,85,38,41,59,13,12,12,-3,-3,4,0,2,4,-4,-3,2,1024,1029,1027,1013,1025,1022,0,0,0
1016,8,17,-1,8,6,5,1,-1,-1,1008,1018,1027,82,92,92,36,38,41,16,13,12,0,-3,-3,3,0,2,-2,-4,-3,1012,1024,1029,1006,1013,1025,0,0,0
1017,9,17,2,8,8,6,2,1,-1,1007,1008,1018,96,82,92,39,36,38,17,16,13,-1,0,-3,5,3,0,-2,-2,-4,1012,1012,1024,999,1006,1013,0,0,0
1018,6,13,-1,9,8,8,-1,2,1,1004,1007,1008,64,96,82,20,39,36,17,17,16,2,-1,0,4,5,3,-6,-2,-2,1007,1012,1012,998,999,1006,0,0,0
1019,3,6,0,6,9,8,1,-1,2,1004,1004,1007,85,64,96,54,20,39,13,17,17,-1,2,-1,3,4,5,-2,-6,-2,1011,1007,1012,1001,998,999,0,0,0
1020,4,5,3,3,6,9,2,1,-1,1011,1004,1004,100,85,64,73,54,20,6,13,17,0,-1,2,4,3,4,-1,-2,-6,1014,1011,1007,1008,1001,998,19.56,0,0
1021,2,3,1,4,3,6,3,2,1,1001,1011,1004,100,100,85,92,73,54,5,6,13,3,0,-1,4,4,3,2,-1,-2,1008,1014,1011,993,1008,1001,40.13,19.56,0
1022,4,7,2,2,4,3,1,3,2,999,1001,1011,100,100,100,85,92,73,3,5,6,1,3,0,2,4,4,0,2,-1,1009,1008,1014,991,993,1008,17.78,40.13,19.56
1023,1,3,-2,4,2,4,2,1,3,1004,999,1001,100,100,100,76,85,92,7,3,5,2,1,3,6,2,4,-1,0,2,1010,1009,1008,996,991,993,0,17.78,40.13
1024,-2,2,-7,1,4,2,-5,2,1,1006,1004,999,92,100,100,56,76,85,3,7,3,-2,2,1,1,6,2,-8,-1,0,1015,1010,1009,995,996,991,0,0,17.78
1025,-2,3,-8,-2,1,4,-8,-5,2,1020,1006,1004,75,92,100,40,56,76,2,3,7,-7,-2,2,-6,1,6,-11,-8,-1,1023,1015,1010,1015,995,996,0,0,0
1026,1,10,-9,-2,-2,1,-10,-8,-5,1023,1020,1006,77,75,92,35,40,56,3,2,3,-8,-7,-2,-9,-6,1,-12,-11,-8,1027,1023,1015,1020,1015,995,0,0,0
1027,6,12,-1,1,-2,-2,-4,-10,-8,1023,1023,1020,88,77,75,50,35,40,10,3,2,-9,-8,-7,0,-9,-6,-11,-12,-11,1027,1027,1023,1015,1020,1015,0,0,0
1028,-3,-1,-6,6,1,-2,2,-4,-10,1008,1023,1023,85,88,77,63,50,35,12,10,3,-1,-9,-8,6,0,-9,-3,-11,-12,1013,1027,1027,1004,1015,1020,0,0,0
1029,1,9,-7,-3,6,1,-5,2,-4,1012,1008,1023,92,85,88,78,63,50,-1,12,10,-6,-1,-9,-3,6,0,-7,-3,-11,1016,1013,1027,1008,1004,1015,0,0,0
1030,1,6,-4,1,-3,6,-1,-5,2,1001,1012,1008,96,92,85,60,78,63,9,-1,12,-7,-6,-1,2,-3,6,-8,-7,-3,1010,1016,1013,994,1008,1004,0,0,0
1031,-2,1,-6,1,1,-3,1,-1,-5,994,1001,1012,93,96,92,70,60,78,6,9,-1,-4,-7,-6,4,2,-3,-5,-8,-7,1006,1010,1016,990,994,1008,24.64,0,0
1032,-4,1,-9,-2,1,1,-3,1,-1,1013,994,1001,100,93,96,75,70,60,1,6,9,-6,-4,-7,-2,4,2,-6,-5,-8,1022,1006,1010,1006,990,994,6.6,24.64,0
1033,-2,1,-4,-4,-2,1,-5,-3,1,1021,1013,994,96,100,93,84,75,70,1,1,6,-9,-6,-4,-1,-2,4,-11,-6,-5,1025,1022,1006,1016,1006,990,0.51,6.6,24.64
1034,-7,-4,-11,-2,-4,-2,-1,-5,-3,1022,1021,1013,100,96,100,81,84,75,1,1,1,-4,-9,-6,1,-1,-2,-7,-11,-6,1031,1025,1022,1015,1016,1006,0.25,0.51,6.6
1035,-8,-7,-11,-7,-2,-4,-12,-1,-5,1033,1022,1021,92,100,96,67,81,84,-4,1,1,-11,-4,-9,-7,1,-1,-15,-7,-11,1036,1031,1025,1030,1015,1016,0,0.25,0.51
1036,-4,-1,-7,-8,-7,-2,-11,-12,-1,1016,1033,1022,88,92,100,70,67,81,-7,-4,1,-11,-11,-4,-9,-7,1,-14,-15,-7,1028,1036,1031,1010,1030,1015,2.03,0,0.25
1037,-3,-1,-6,-4,-8,-7,-8,-11,-12,1021,1016,1033,88,88,92,63,70,67,-1,-7,-4,-7,-11,-11,-7,-9,-7,-11,-14,-15,1025,1028,1036,1015,1010,1030,0,2.03,0
1038,-8,-2,-14,-3,-4,-8,-7,-8,-11,1026,1021,1016,88,88,88,63,63,70,-1,-1,-7,-6,-7,-11,-6,-7,-9,-10,-11,-14,1029,1025,1028,1023,1015,1010,0.76,0,2.03
1039,-2,3,-7,-8,-3,-4,-11,-7,-8,1030,1026,1021,91,88,88,53,63,63,-2,-1,-1,-14,-6,-7,-7,-6,-7,-16,-10,-11,1032,1029,1025,1027,1023,1015,0,0.76,0
1040,-3,4,-10,-2,-8,-3,-8,-11,-7,1029,1030,1026,81,91,88,48,53,63,3,-2,-1,-7,-14,-6,-6,-7,-6,-11,-16,-10,1032,1032,1029,1027,1027,1023,0,0,0.76
1041,-4,1,-9,-3,-2,-8,-8,-8,-11,1025,1029,1030,84,81,91,48,48,53,4,3,-2,-10,-7,-14,-5,-6,-7,-12,-11,-16,1027,1032,1032,1023,1027,1027,0,0,0
1042,-5,-2,-8,-4,-3,-2,-8,-8,-8,1030,1025,1029,92,84,81,63,48,48,1,4,3,-9,-10,-7,-6,-5,-6,-11,-12,-11,1034,1027,1032,1025,1023,1027,0,0,0
1043,-1,5,-6,-5,-4,-3,-8,-8,-8,1032,1030,1025,92,92,84,75,63,48,-2,1,4,-8,-9,-10,-6,-6,-5,-9,-11,-12,1035,1034,1027,1028,1025,1023,0,0,0
1044,1,2,0,-1,-5,-4,-4,-8,-8,1023,1032,1030,92,92,92,59,75,63,5,-2,1,-6,-8,-9,-2,-6,-6,-7,-9,-11,1028,1035,1034,1019,1028,1025,0,0,0
1045,1,2,1,1,-1,-5,-1,-4,-8,1016,1023,1032,100,92,92,75,59,75,2,5,-2,0,-6,-8,1,-2,-6,-3,-7,-9,1019,1028,1035,1013,1019,1028,0,0,0
1046,-1,1,-4,1,1,-1,1,-1,-4,1010,1016,1023,100,100,92,92,75,59,2,2,5,1,0,-6,2,1,-2,0,-3,-7,1014,1019,1028,1008,1013,1019,11.18,0,0
1047,-11,-4,-18,-1,1,1,-2,1,-1,1012,1010,1016,96,100,100,81,92,75,1,2,2,-4,1,0,0,2,1,-7,0,-3,1019,1014,1019,1007,1008,1013,1.78,11.18,0
1048,-13,-7,-19,-11,-1,1,-16,-2,1,1024,1012,1010,77,96,100,61,81,92,-4,1,2,-18,-4,1,-7,0,2,-22,-7,0,1029,1019,1014,1017,1007,1008,0,1.78,11.18
1049,-3,2,-9,-13,-11,-1,-17,-16,-2,1025,1024,1012,88,77,96,61,61,81,-7,-4,1,-19,-18,-4,-11,-7,0,-23,-22,-7,1030,1029,1019,1018,1017,1007,0,0,1.78
1050,-5,2,-13,-3,-13,-11,-6,-17,-16,1015,1025,1024,88,88,77,59,61,61,2,-7,-4,-9,-19,-18,-2,-11,-7,-10,-23,-22,1017,1030,1029,1014,1018,1017,0,0,0
1051,1,8,-7,-5,-3,-13,-12,-6,-17,1024,1015,1025,80,88,88,62,59,61,2,2,-7,-13,-9,-19,-5,-2,-11,-17,-10,-23,1029,1017,1030,1017,1014,1018,0,0,0
1052,6,12,-1,1,-5,-3,-4,-12,-6,1014,1024,1015,88,80,88,49,62,59,8,2,2,-7,-13,-9,-1,-5,-2,-9,-17,-10,1020,1029,1017,1006,1017,1014,0,0,0
1053,-3,3,-9,6,1,-5,-2,-4,-12,1001,1014,1024,82,88,80,38,49,62,12,8,2,-1,-7,-13,0,-1,-5,-3,-9,-17,1006,1020,1029,997,1006,1017,0,0,0
1054,-6,1,-13,-3,6,1,-7,-2,-4,1009,1001,1014,82,82,88,55,38,49,3,12,8,-9,-1,-7,-1,0,-1,-13,-3,-9,1017,1006,1020,1001,997,1006,0,0,0
1055,-17,-12,-23,-6,-3,6,-12,-7,-2,1020,1009,1001,81,82,82,56,55,38,1,3,12,-13,-9,-1,-4,-1,0,-17,-13,-3,1024,1017,1006,1016,1001,997,1.02,0,0
1056,-13,-6,-22,-17,-6,-3,-21,-12,-7,1030,1020,1009,80,81,82,57,56,55,-12,1,3,-23,-13,-9,-17,-4,-1,-26,-17,-13,1032,1024,1017,1023,1016,1001,0,1.02,0
1057,-6,-4,-7,-13,-17,-6,-17,-21,-12,1030,1030,1020,87,80,81,61,57,56,-6,-12,1,-22,-23,-13,-12,-17,-4,-25,-26,-17,1032,1032,1024,1027,1023,1016,0,0,1.02
1058,-3,-1,-6,-6,-13,-17,-9,-17,-21,1026,1030,1030,84,87,80,67,61,57,-4,-6,-12,-7,-22,-23,-8,-12,-17,-12,-25,-26,1029,1032,1032,1024,1027,1023,2.03,0,0
1059,-3,-1,-6,-3,-6,-13,-6,-9,-17,1022,1026,1030,92,84,87,78,67,61,-1,-4,-6,-6,-7,-22,-4,-8,-12,-8,-12,-25,1025,1029,1032,1019,1024,1027,0,2.03,0
1060,-4,-3,-6,-3,-3,-6,-7,-6,-9,1026,1022,1026,88,92,84,75,78,67,-1,-1,-4,-6,-6,-7,-6,-4,-8,-8,-8,-12,1030,1025,1029,1021,1019,1024,0,0,2.03
1061,-3,-1,-6,-4,-3,-3,-7,-7,-6,1030,1026,1022,92,88,92,68,75,78,-3,-1,-1,-6,-6,-6,-4,-6,-4,-8,-8,-8,1032,1030,1025,1027,1021,1019,0,0,0
1062,-1,4,-7,-3,-4,-3,-6,-7,-7,1020,1030,1026,92,92,88,78,68,75,-1,-3,-1,-6,-6,-6,-4,-4,-6,-7,-8,-8,1028,1032,1030,1015,1027,1021,0,0,0
1063,-1,0,-3,-1,-3,-4,-4,-6,-7,1009,1020,1030,92,92,92,64,78,68,4,-1,-3,-7,-6,-6,-2,-4,-4,-8,-7,-8,1014,1028,1032,1006,1015,1027,0,0,0
1064,-3,2,-8,-1,-1,-3,-3,-4,-6,1011,1009,1020,92,92,92,72,64,78,0,4,-1,-3,-7,-6,-1,-2,-4,-6,-8,-7,1022,1014,1028,1004,1006,1015,5.08,0,0
1065,-3,5,-11,-3,-1,-1,-6,-3,-4,1025,1011,1009,92,92,92,61,72,64,2,0,4,-8,-3,-7,-4,-1,-2,-9,-6,-8,1027,1022,1014,1022,1004,1006,0,5.08,0
1066,2,7,-3,-3,-3,-1,-5,-6,-3,1021,1025,1011,96,92,92,64,61,72,5,2,0,-11,-8,-3,0,-4,-1,-12,-9,-6,1026,1027,1022,1016,1022,1004,0,0,5.08
1067,4,11,-2,2,-3,-3,-2,-5,-6,1015,1021,1025,89,96,92,58,64,61,7,5,2,-3,-11,-8,-1,0,-4,-4,-12,-9,1017,1026,1027,1014,1016,1022,0,0,0
1068,4,12,-3,4,2,-3,-1,-2,-5,1008,1015,1021,92,89,96,56,58,64,11,7,5,-2,-3,-11,3,-1,0,-3,-4,-12,1013,1017,1026,1004,1014,1016,0,0,0
1069,4,11,-2,4,4,2,0,-1,-2,1004,1008,1015,92,92,89,59,56,58,12,11,7,-3,-2,-3,4,3,-1,-4,-3,-4,1007,1013,1017,1001,1004,1014,0,0,0
1070,0,6,-6,4,4,4,-1,0,-1,1010,1004,1008,85,92,92,38,59,56,11,12,11,-2,-3,-2,2,4,3,-4,-4,-3,1016,1007,1013,1003,1001,1004,0,0,0
1071,0,2,-3,0,4,4,-3,-1,0,1016,1010,1004,92,85,92,60,38,59,6,11,12,-6,-2,-3,1,2,4,-7,-4,-4,1019,1016,1007,1010,1003,1001,0.25,0,0
1072,-7,-3,-12,0,0,4,-1,-3,-1,1000,1016,1010,100,92,85,85,60,38,2,6,11,-3,-6,-2,1,1,2,-5,-7,-4,1011,1019,1016,995,1010,1003,17.27,0.25,0
1073,-7,-1,-14,-7,0,0,-9,-1,-3,1019,1000,1016,84,100,92,62,85,60,-3,2,6,-12,-3,-6,-6,1,1,-14,-5,-7,1026,1011,1019,1008,995,1010,0,17.27,0.25
1074,-5,2,-12,-7,-7,0,-12,-9,-1,1027,1019,1000,91,84,100,57,62,85,-1,-3,2,-14,-12,-3,-7,-6,1,-15,-14,-5,1030,1026,1011,1025,1008,995,0,0,17.27
1075,-3,3,-9,-5,-7,-7,-5,-12,-9,1027,1027,1019,92,91,84,80,57,62,2,-1,-3,-12,-14,-12,-1,-7,-6,-13,-15,-14,1030,1030,1026,1024,1025,1008,1.52,0,0
1076,2,7,-3,-3,-5,-7,-6,-5,-12,1023,1027,1027,96,92,91,47,80,57,3,2,-1,-9,-12,-14,-1,-1,-7,-10,-13,-15,1027,1030,1030,1015,1024,1025,0,1.52,0
1077,0,2,-2,2,-3,-5,-4,-6,-5,1018,1023,1027,78,96,92,43,47,80,7,3,2,-3,-9,-12,-2,-1,-1,-7,-10,-13,1019,1027,1030,1015,1015,1024,0,0,1.52
1078,-4,-1,-8,0,2,-3,-7,-4,-6,1021,1018,1023,78,78,96,51,43,47,2,7,3,-2,-3,-9,-4,-2,-1,-8,-7,-10,1023,1019,1027,1017,1015,1015,0,0,0
1079,0,6,-6,-4,0,2,-12,-7,-4,1026,1021,1018,71,78,78,50,51,43,-1,2,7,-8,-2,-3,-8,-4,-2,-14,-8,-7,1028,1023,1019,1022,1017,1015,0,0,0
1080,-5,-1,-9,0,-4,0,-6,-12,-7,1018,1026,1021,88,71,78,60,50,51,6,-1,2,-6,-8,-2,-2,-8,-4,-9,-14,-8,1024,1028,1023,1013,1022,1017,0,0,0
1081,-6,-2,-9,-5,0,-4,-7,-6,-12,1025,1018,1026,91,88,71,74,60,50,-1,6,-1,-9,-6,-8,-4,-2,-8,-11,-9,-14,1028,1024,1028,1023,1013,1022,0,0,0
1082,-8,-6,-10,-6,-5,0,-8,-7,-6,1033,1025,1018,85,91,88,60,74,60,-2,-1,6,-9,-9,-6,-4,-4,-2,-16,-11,-9,1040,1028,1024,1024,1023,1013,0,0,0
1083,-1,6,-8,-8,-6,-5,-15,-8,-7,1032,1033,1025,67,85,91,51,60,74,-6,-2,-1,-10,-9,-9,-14,-4,-4,-16,-16,-11,1039,1040,1028,1022,1024,1023,0,0,0
1084,2,8,-4,-1,-8,-6,-6,-15,-8,1014,1032,1033,89,67,85,56,51,60,6,-6,-2,-8,-10,-9,1,-14,-4,-14,-16,-16,1021,1039,1040,1011,1022,1024,0,0,0
1085,3,6,1,2,-1,-8,-1,-6,-15,1009,1014,1032,92,89,67,60,56,51,8,6,-6,-4,-8,-10,2,1,-14,-4,-14,-16,1013,1021,1039,1005,1011,1022,0,0,0
1086,6,13,-2,3,2,-1,1,-1,-6,1014,1009,1014,89,92,89,67,60,56,6,8,6,1,-4,-8,2,2,1,-1,-4,-14,1019,1013,1021,1005,1005,1011,0,0,0
1087,13,21,4,6,3,2,0,1,-1,1019,1014,1009,92,89,92,51,67,60,13,6,8,-2,1,-4,3,2,2,-3,-1,-4,1021,1019,1013,1016,1005,1005,0,0,0
1088,14,20,8,13,6,3,5,0,1,1004,1019,1014,76,92,89,44,51,67,21,13,6,4,-2,1,9,3,2,0,-3,-1,1015,1021,1019,994,1016,1005,0,0,0
1089,7,15,-1,14,13,6,-1,5,0,1009,1004,1019,72,76,92,20,44,51,20,21,13,8,4,-2,8,9,3,-4,0,-3,1013,1015,1021,993,994,1016,0,0,0
1090,7,13,-1,7,14,13,0,-1,5,1016,1009,1004,85,72,76,40,20,44,15,20,21,-1,8,4,3,8,9,-4,-4,0,1021,1013,1015,1013,993,994,0,0,0
1091,5,7,3,7,7,14,1,0,-1,1024,1016,1009,96,85,72,41,40,20,13,15,20,-1,-1,8,3,3,8,0,-4,-4,1026,1021,1013,1020,1013,993,0,0,0
1092,4,11,-3,5,7,7,1,1,0,1021,1024,1016,85,96,85,62,41,40,7,13,15,3,-1,-1,2,3,3,-1,0,-4,1025,1026,1021,1017,1020,1013,0,0,0
1093,2,8,-4,4,5,7,-2,1,1,1019,1021,1024,92,85,96,34,62,41,11,7,13,-3,3,-1,0,2,3,-6,-1,0,1021,1025,1026,1017,1017,1020,0,0,0
1094,-1,3,-4,2,4,5,-3,-2,1,1019,1019,1021,89,92,85,40,34,62,8,11,7,-4,-3,3,0,0,2,-6,-6,-1,1021,1021,1025,1017,1017,1017,0,0,0
1095,4,14,-6,-1,2,4,-4,-3,-2,1027,1019,1019,89,89,92,52,40,34,3,8,11,-4,-4,-3,-1,0,0,-7,-6,-6,1030,1021,1021,1020,1017,1017,0.25,0,0
1096,11,25,-3,4,-1,2,-6,-4,-3,1023,1027,1019,92,89,89,30,52,40,14,3,8,-6,-4,-4,-4,-1,0,-8,-7,-6,1029,1030,1021,1020,1020,1017,0,0.25,0
1097,8,15,0,11,4,-1,-3,-6,-4,1010,1023,1027,85,92,89,18,30,52,25,14,3,-3,-6,-4,0,-4,-1,-6,-8,-7,1019,1029,1030,1001,1020,1020,0,0,0.25
1098,9,19,-2,8,11,4,0,-3,-6,1009,1010,1023,72,85,92,35,18,30,15,25,14,0,-3,-6,4,0,-4,-4,-6,-8,1017,1019,1029,1000,1001,1020,0,0,0
1099,-2,1,-6,9,8,11,-3,0,-3,1013,1009,1010,78,72,85,28,35,18,19,15,25,-2,0,-3,1,4,0,-8,-4,-6,1017,1017,1019,1008,1000,1001,0,0,0
1100,4,17,-8,-2,9,8,-8,-3,0,1022,1013,1009,81,78,72,51,28,35,1,19,15,-6,-2,0,-8,1,4,-9,-8,-4,1025,1017,1017,1018,1008,1000,0,0,0
1101,2,9,-4,4,-2,9,-4,-8,-3,1013,1022,1013,84,81,78,29,51,28,17,1,19,-8,-6,-2,-1,-8,1,-10,-9,-8,1022,1025,1017,1007,1018,1008,0,0,0
1102,5,16,-6,2,4,-2,-3,-4,-8,1019,1013,1022,84,84,81,49,29,51,9,17,1,-4,-8,-6,-2,-1,-8,-6,-10,-9,1023,1022,1025,1013,1007,1018,0,0,0
1103,7,19,-5,5,2,4,-2,-3,-4,1019,1019,1013,96,84,84,35,49,29,16,9,17,-6,-4,-8,1,-2,-1,-7,-6,-10,1022,1023,1022,1015,1013,1007,0,0,0
1104,17,26,7,7,5,2,-2,-2,-3,1022,1019,1019,92,96,84,28,35,49,19,16,9,-5,-6,-4,1,1,-2,-6,-7,-6,1025,1022,1023,1018,1015,1013,0,0,0
1105,19,27,11,17,7,5,4,-2,-2,1007,1022,1019,62,92,96,38,28,35,26,19,16,7,-5,-6,11,1,1,-3,-6,-7,1017,1025,1022,1001,1018,1015,0,0,0
1106,11,18,4,19,17,7,12,4,-2,999,1007,1022,84,62,92,40,38,28,27,26,19,11,7,-5,14,11,1,7,-3,-6,1001,1017,1025,997,1001,1018,0,0,0
1107,8,17,-2,11,19,17,7,12,4,1006,999,1007,87,84,62,40,40,38,18,27,26,4,11,7,14,14,11,2,7,-3,1012,1001,1017,1001,997,1001,0,0,0
1108,12,22,1,8,11,19,1,7,12,1015,1006,999,100,87,84,36,40,40,17,18,27,-2,4,11,3,14,14,-2,2,7,1018,1012,1001,1012,1001,997,0,0,0
1109,13,23,3,12,8,11,3,1,7,1020,1015,1006,89,100,87,33,36,40,22,17,18,1,-2,4,5,3,14,-1,-2,2,1022,1018,1012,1018,1012,1001,0,0,0
1110,7,13,1,13,12,8,2,3,1,1022,1020,1015,79,89,100,23,33,36,23,22,17,3,1,-2,2,5,3,0,-1,-2,1024,1022,1018,1020,1018,1012,0,0,0
1111,14,18,9,7,13,12,9,2,3,1013,1022,1020,93,79,89,61,23,33,13,23,22,1,3,1,12,2,5,-1,0,-1,1019,1024,1022,1009,1020,1018,1.52,0,0
1112,16,26,6,14,7,13,12,9,2,1007,1013,1022,100,93,79,67,61,23,18,13,23,9,1,3,13,12,2,9,-1,0,1009,1019,1024,1004,1009,1020,0.25,1.52,0
1113,11,16,6,16,14,7,8,12,9,1002,1007,1013,100,100,93,26,67,61,26,18,13,6,9,1,11,13,12,4,9,-1,1004,1009,1019,999,1004,1009,12.95,0.25,1.52
1114,8,16,1,11,16,14,7,8,12,1004,1002,1007,100,100,100,47,26,67,16,26,18,6,6,9,11,11,13,2,4,9,1011,1004,1009,1000,999,1004,0,12.95,0.25
1115,7,15,-2,8,11,16,-2,7,8,1014,1004,1002,76,100,100,21,47,26,16,16,26,1,6,6,2,11,11,-7,2,4,1016,1011,1004,1011,1000,999,0,0,12.95
1116,4,9,-1,7,8,11,-4,-2,7,1016,1014,1004,78,76,100,21,21,47,15,16,16,-2,1,6,-2,2,11,-8,-7,2,1020,1016,1011,1015,1011,1000,0,0,0
1117,3,7,-2,4,7,8,-7,-4,-2,1024,1016,1014,69,78,76,26,21,21,9,15,16,-1,-2,1,-5,-2,2,-9,-8,-7,1026,1020,1016,1021,1015,1011,0,0,0
1118,3,9,-4,3,4,7,-6,-7,-4,1026,1024,1016,78,69,78,48,26,21,7,9,15,-2,-1,-2,1,-5,-2,-8,-9,-8,1029,1026,1020,1024,1021,1015,0,0,0
1119,9,21,-3,3,3,4,-6,-6,-7,1029,1026,1024,88,78,69,29,48,26,9,7,9,-4,-2,-1,-3,1,-5,-8,-8,-9,1032,1029,1026,1025,1024,1021,0,0,0
1120,15,19,11,9,3,3,-3,-6,-6,1014,1029,1026,75,88,78,22,29,48,21,9,7,-3,-4,-2,2,-3,1,-7,-8,-8,1024,1032,1029,1004,1025,1024,0,0,0
1121,9,16,1,15,9,3,3,-3,-6,1000,1014,1029,54,75,88,37,22,29,19,21,9,11,-3,-4,4,2,-3,1,-7,-8,1003,1024,1032,998,1004,1025,0,0,0
1122,2,9,-4,9,15,9,4,3,-3,998,1000,1014,89,54,75,51,37,22,16,19,21,1,11,-3,8,4,2,-1,1,-7,1005,1003,1024,995,998,1004,0,0,0
1123,5,16,-6,2,9,15,-4,4,3,1012,998,1000,96,89,54,28,51,37,9,16,19,-4,1,11,0,8,4,-9,-1,1,1017,1005,1003,1006,995,998,0,0,0
1124,6,11,0,5,2,9,-4,-4,4,1013,1012,998,81,96,89,28,28,51,16,9,16,-6,-4,1,-2,0,8,-9,-9,-1,1016,1017,1005,1010,1006,995,0,0,0
1125,6,12,-2,6,5,2,1,-4,-4,1015,1013,1012,96,81,96,44,28,28,11,16,9,0,-6,-4,6,-2,0,-3,-9,-9,1022,1016,1017,1011,1010,1006,8.38,0,0
1126,8,21,-5,6,6,5,-6,1,-4,1021,1015,1013,78,96,81,22,44,28,12,11,16,-2,0,-6,-3,6,-2,-9,-3,-9,1022,1022,1016,1019,1011,1010,0,8.38,0
1127,14,19,8,8,6,6,-3,-6,1,1017,1021,1015,81,78,96,18,22,44,21,12,11,-5,-2,0,0,-3,6,-7,-9,-3,1020,1022,1022,1014,1019,1011,0,0,8.38
1128,18,27,9,14,8,6,-1,-3,-6,1013,1017,1021,50,81,78,24,18,22,19,21,12,8,-5,-2,2,0,-3,-3,-7,-9,1017,1020,1022,1006,1014,1019,0,0,0
1129,9,14,5,18,14,8,8,-1,-3,999,1013,1017,86,50,81,36,24,18,27,19,21,9,8,-5,14,2,0,1,-3,-7,1005,1017,1020,995,1006,1014,0.25,0,0
1130,2,7,-3,9,18,14,4,8,-1,1003,999,1013,93,86,50,43,36,24,14,27,19,5,9,8,8,14,2,-2,1,-3,1009,1005,1017,999,995,1006,0.25,0.25,0
1131,7,17,-3,2,9,18,0,4,8,1015,1003,999,85,93,86,53,43,36,7,14,27,-3,5,9,2,8,14,-4,-2,1,1021,1009,1005,1009,999,995,0.76,0.25,0.25
1132,16,29,2,7,2,9,-2,0,4,1018,1015,1003,81,85,93,29,53,43,17,7,14,-3,-3,5,1,2,8,-7,-4,-2,1020,1021,1009,1015,1009,999,0,0.76,0.25
1133,9,17,2,16,7,2,0,-2,0,1010,1018,1015,76,81,85,12,29,53,29,17,7,2,-3,-3,3,1,2,-3,-7,-4,1016,1020,1021,1005,1015,1009,0,0,0.76
1134,17,26,7,9,16,7,-1,0,-2,1023,1010,1018,76,76,81,28,12,29,17,29,17,2,2,-3,2,3,1,-3,-3,-7,1026,1016,1020,1015,1005,1015,0,0,0
1135,12,18,5,17,9,16,2,-1,0,1014,1023,1010,64,76,76,25,28,12,26,17,29,7,2,2,9,2,3,-3,-3,-3,1024,1026,1016,1006,1015,1005,0.25,0,0
1136,8,16,1,12,17,9,1,2,-1,1010,1014,1023,66,64,76,27,25,28,18,26,17,5,7,2,7,9,2,-2,-3,-3,1013,1024,1026,1007,1006,1015,0,0.25,0
1137,7,16,-2,8,12,17,-2,1,2,1015,1010,1014,64,66,64,22,27,25,16,18,26,1,5,7,2,7,9,-6,-2,-3,1021,1013,1024,1012,1007,1006,0,0,0.25
1138,7,17,-3,7,8,12,-4,-2,1,1022,1015,1010,78,64,66,25,22,27,16,16,18,-2,1,5,-2,2,7,-9,-6,-2,1023,1021,1013,1021,1012,1007,0,0,0
1139,13,21,6,7,7,8,-8,-4,-2,1017,1022,1015,63,78,64,20,25,22,17,16,16,-3,-2,1,2,-2,2,-12,-9,-6,1025,1023,1021,1004,1021,1012,0,0,0
1140,7,14,-1,13,7,7,4,-8,-4,1006,1017,1022,77,63,78,22,20,25,21,17,16,6,-3,-2,10,2,-2,-2,-12,-9,1014,1025,1023,1002,1004,1021,0,0,0
1141,8,21,-5,7,13,7,-6,4,-8,1022,1006,1017,65,77,63,22,22,20,14,21,17,-1,6,-3,2,10,2,-10,-2,-12,1026,1014,1025,1016,1002,1004,0,0,0
